Title,Price,Location,Bed,Bath,Area,Badges,Listing Time,Thumbnail
"Flat In Gulshan-e-Iqbal - Block 13/A Sized 1700 Square Feet Is Available JORI FLAT 3,75 3,50",3.75 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",3.0,3.0,189 Sq. Yd.,['No badges'],Added: 1 month ago,https://media.zameen.com/thumbnails/196823117-400x300.webp
Reserve A Upper Portion Of 2100 Square Feet Now In Bahadurabad,3.25 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",,,233 Sq. Yd.,['Verified badge'],Added: 1 month ago,https://media.zameen.com/thumbnails/189882840-400x300.webp
Brand New Double Storey House Is Available For Sale,7.45 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",6.0,6.0,245 Sq. Yd.,['Trusted badge'],Added: 1 month ago,https://media.zameen.com/thumbnails/159988624-400x300.webp
Brand New Double Storey House Is Available For Sale,5.55 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['Trusted badge'],Added: 1 month ago,https://media.zameen.com/thumbnails/185077873-400x300.webp
Gallent Summit Apartment 3rd Floor Flat Is Available For Sale,75 Lakh,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",2.0,2.0,111 Sq. Yd.,['Trusted badge'],Added: 1 month ago,https://media.zameen.com/thumbnails/178876294-400x300.webp
Triple Storey House Is Available For Sale,6.75 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",7.0,8.0,240 Sq. Yd.,"['Trusted badge', 'Verified badge']",Added: 1 month ago,https://media.zameen.com/thumbnails/152732729-400x300.webp
Brand New Luxurious House For Sale 9 Bed Dd 240 Sq Yard 9 Bathroom,7.5 Crore,"Gulshan-e-Iqbal - Block 13, Gulshan-e-Iqbal",9.0,6.0,233 Sq. Yd.,['Trusted badge'],Added: 1 month ago,https://media.zameen.com/thumbnails/160075961-400x300.webp
Brand New Double Storey House Is Available For Sale,7.25 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",6.0,6.0,400 Sq. Yd.,['Trusted badge'],Added: 1 month ago,https://media.zameen.com/thumbnails/185077827-400x300.webp
Buying A Flat In Gulshan-e-iqbal - Block 3 Karachi?,1.9 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",3.0,3.0,189 Sq. Yd.,['Trusted badge'],Added: 1 month ago,https://media.zameen.com/thumbnails/173119622-400x300.webp
Reserve A Centrally Located Upper Portion In Chandni Chowk Society,3.3 Crore,"Chandni Chowk Society, Gulshan-e-Iqbal",4.0,4.0,300 Sq. Yd.,['Verified badge'],Added: 1 month ago (Updated: 1 month ago),https://images.zameen.com/smap/400/300/24.89012971/67.06272646/image.jpeg?quality=80&imageformat=jpeg
A Good Option For sale Is The Upper Portion Available In Chandni Chowk Society In Karachi,3.3 Crore,"Chandni Chowk Society, Gulshan-e-Iqbal",4.0,4.0,300 Sq. Yd.,['Verified badge'],Added: 1 month ago (Updated: 1 month ago),https://media.zameen.com/thumbnails/197888011-400x300.webp
3 Bed Lease New Flat Lawn Buyers,1.6 Crore,"Gulshan-e-Iqbal - Block 10, Gulshan-e-Iqbal",3.0,3.0,167 Sq. Yd.,['No badges'],Added: 1 month ago,https://media.zameen.com/thumbnails/174271650-400x300.webp
450 Yards Park Facing Owner Built Superb Location House In A Super Secure Gated Society,20 Crore,"KDA Officers Society, Gulshan-e-Iqbal Town",6.0,6.0,450 Sq. Yd.,['No badges'],Added: 1 month ago (Updated: 1 month ago),https://media.zameen.com/thumbnails/197143683-400x300.webp
Pristine Condition Top Notch Location House Having Servant Quarter And Full Fledge Basement In A Super Secure Gated Society,13.5 Crore,"KDA Officers Society, Gulshan-e-Iqbal Town",9.0,9.0,240 Sq. Yd.,['No badges'],Added: 1 month ago (Updated: 1 month ago),https://media.zameen.com/thumbnails/197143672-400x300.webp
Brand New Ground Floor 3 Bed Dd West Open For Urgent For Sale Main University Road,2.38 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 1 month ago (Updated: 3 weeks ago),https://media.zameen.com/thumbnails/201325958-400x300.webp
Get In Touch Now To Buy A 1650 Square Feet Flat In Gulshan-E-Iqbal - Block 4,1.6 Crore,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",3.0,3.0,183 Sq. Yd.,['No badges'],Added: 1 month ago,https://media.zameen.com/thumbnails/161242103-400x300.webp
Get In Touch Now To Buy A Flat In Karachi,3.5 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",3.0,3.0,189 Sq. Yd.,['Verified badge'],Added: 1 month ago (Updated: 1 month ago),https://media.zameen.com/thumbnails/196822765-400x300.webp
240 Sq. yards 2nd Floor Portion Available For Sale At Gulshan-e-iqbal Block 1,1.85 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 1 month ago,https://media.zameen.com/thumbnails/179716274-400x300.webp
Harmain Royal Residency 6 Rooms Apartment For Sale,2.6 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",4.0,5.0,200 Sq. Yd.,['No badges'],Added: 1 month ago (Updated: 2 weeks ago),https://media.zameen.com/thumbnails/196522220-400x300.webp
House Of 350 Square Yards Available In Gulshan-e-Iqbal - Block 10-A,5.5 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",5.0,5.0,350 Sq. Yd.,['Verified badge'],Added: 1 month ago,https://media.zameen.com/thumbnails/191837874-400x300.webp
Upper Portion Of 240 Square Yards Is Available For sale,2.2 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 1 month ago,https://media.zameen.com/thumbnails/191848756-400x300.webp
Gorgeous 1700 Square Feet Flat For sale Available In Gulshan-e-Iqbal - Block 13/D-2,1.4 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,189 Sq. Yd.,['Verified badge'],Added: 1 month ago,https://media.zameen.com/thumbnails/188066794-400x300.webp
Affordable Corner Upper Portion Available For sale In Gulshan-e-Iqbal - Block 5,1.6 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",3.0,3.0,150 Sq. Yd.,['Verified badge'],Added: 1 month ago,https://media.zameen.com/thumbnails/188798306-400x300.webp
Flat For Grabs In 1750 Square Feet Karachi,2.5 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",3.0,3.0,194 Sq. Yd.,['Verified badge'],Added: 1 month ago,https://media.zameen.com/thumbnails/195617031-400x300.webp
1350 Square Feet Flat Ideally Situated In Bahadurabad,2.5 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,150 Sq. Yd.,['Verified badge'],Added: 2 months ago,https://media.zameen.com/thumbnails/188333588-400x300.webp
Al Khaleej Brand New Apartments In Gulshan E Iqbal,1.58 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,185 Sq. Yd.,['No badges'],Added: 2 months ago (Updated: 1 month ago),https://media.zameen.com/thumbnails/161868760-400x300.webp
Dulhara Residency Well Maintain Building Ideal Location,4.5 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,211 Sq. Yd.,['No badges'],Added: 2 months ago (Updated: 1 month ago),https://media.zameen.com/thumbnails/195493084-400x300.webp
Stunning Flat Is Available For sale In Gulshan-e-Iqbal - Block 2,2.5 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",3.0,3.0,194 Sq. Yd.,['Verified badge'],Added: 2 months ago (Updated: 2 months ago),https://media.zameen.com/thumbnails/195617022-400x300.webp
500 Sq Yards Brand New Corner Double Storey House For Sale,8.5 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",6.0,7.0,500 Sq. Yd.,['Trusted badge'],Added: 2 months ago (Updated: 2 months ago),https://media.zameen.com/thumbnails/195472388-400x300.webp
400 Yds. Portion For Sale With Roof,2.8 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,400 Sq. Yd.,['No badges'],Added: 2 months ago,https://media.zameen.com/thumbnails/167961587-400x300.webp
Harmain Royal Residency Boundary Wall Project Flat For Sale In Gulshan-e-iqbal - Block 1,1.6 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,160 Sq. Yd.,['No badges'],Added: 2 months ago,https://media.zameen.com/thumbnails/174036119-400x300.webp
Harmain Royal Residency Gulshan E Iqbal Block 1 Boundary Wall Project We Have So Many Floors,2.5 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",4.0,4.0,233 Sq. Yd.,['No badges'],Added: 2 months ago,https://media.zameen.com/thumbnails/173252683-400x300.webp
House Available For Sale,7.5 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",5.0,5.0,400 Sq. Yd.,['Verified badge'],Added: 2 months ago,https://media.zameen.com/thumbnails/194835124-400x300.webp
First Floor Ideal Location Apartment Hasan Extension Gulshan E Iqbal 13-a,3.5 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",3.0,3.0,267 Sq. Yd.,['No badges'],Added: 2 months ago (Updated: 1 month ago),https://media.zameen.com/thumbnails/160202429-400x300.webp
Five Star Complex Flat 3rd Floor 2 Bed Lounge 750 Square Feet For Sale,55 Lakh,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",2.0,2.0,83 Sq. Yd.,['Trusted badge'],Added: 2 months ago,https://media.zameen.com/thumbnails/178363851-400x300.webp
240 Square Yards Upper Portion Is Available In Gulshan-e-Iqbal - Block 13/A,1.2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 2 months ago,https://media.zameen.com/thumbnails/193847716-400x300.webp
1st Floor Portion Is Available For Sale,2.1 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,280 Sq. Yd.,['No badges'],Added: 2 months ago,https://media.zameen.com/thumbnails/177316809-400x300.webp
Buy your ideal 1300 Square Feet Flat in a prime location of Karachi,1.1 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",3.0,3.0,144 Sq. Yd.,['No badges'],Added: 2 months ago,https://media.zameen.com/thumbnails/188655183-400x300.webp
Ground Floor Portion Is Available For Sale In Gamali Colony,55 Lakh,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",2.0,2.0,120 Sq. Yd.,['No badges'],Added: 2 months ago,https://media.zameen.com/thumbnails/179244956-400x300.webp
Gulshan-e-Iqbal - Block 13/B Flat For sale Sized 1100 Square Feet,1.1 Crore,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",2.0,2.0,122 Sq. Yd.,['Verified badge'],Added: 2 months ago (Updated: 2 months ago),https://media.zameen.com/thumbnails/194071727-400x300.webp
3600 Square Feet House For Sale In Gulshan-E-Iqbal - Block 2,8 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",8.0,8.0,400 Sq. Yd.,['Verified badge'],Added: 2 months ago (Updated: 4 weeks ago),https://media.zameen.com/thumbnails/119952917-400x300.webp
Gulshan-e-iqbal Block 17 Back National Stadium Lucky Plaza 2nd Floor Flat For Sale,3 Crore,"Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal",3.0,3.0,183 Sq. Yd.,['No badges'],Added: 2 months ago (Updated: 4 weeks ago),https://media.zameen.com/thumbnails/181342234-400x300.webp
West Open 240 Square Yards Upper Portion In Karachi Is Available For sale,1.7 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 2 months ago (Updated: 2 months ago),https://media.zameen.com/thumbnails/193847741-400x300.webp
"550 Square Feet Flat available for sale in Gulshan-e-Iqbal - Block 3, Karachi",85 Lakh,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",2.0,2.0,61 Sq. Yd.,['Verified badge'],Added: 2 months ago (Updated: 2 months ago),https://media.zameen.com/thumbnails/193741991-400x300.webp
Flat For Sale 2 Bed Drawing Dining In Ali Apartment In Gulshan-e-iqbal Block 3,1 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",2.0,2.0,110 Sq. Yd.,['No badges'],Added: 2 months ago,https://media.zameen.com/thumbnails/165035056-400x300.webp
240 Square Yards House For Sale In Gulshan-e Iqbal Block 3,5.5 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",8.0,7.0,240 Sq. Yd.,['No badges'],Added: 2 months ago,https://media.zameen.com/thumbnails/161868794-400x300.webp
1st Floor Portion Is Available For Sale,1.25 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",2.0,2.0,120 Sq. Yd.,['Verified badge'],Added: 2 months ago,https://media.zameen.com/thumbnails/176802633-400x300.webp
Ideally Located Flat Of 1200 Square Feet Is Available For sale In Karachi,1.2 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",,,133 Sq. Yd.,['Verified badge'],Added: 2 months ago (Updated: 2 months ago),https://media.zameen.com/thumbnails/193428976-400x300.webp
Best Location Apartment For Sale At Shaz Residency,1.05 Crore,"Shaz Residency, Gulshan-e-Iqbal Town",2.0,2.0,122 Sq. Yd.,['Trusted badge'],Added: 2 months ago,https://media.zameen.com/thumbnails/182122567-400x300.webp
A West Open 240 Square Yards Lower Portion In Karachi Is On The Market For sale,2.15 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 2 months ago,https://media.zameen.com/thumbnails/187933144-400x300.webp
Brand New Flat In Gulshan E Iqbal Block 3,75 Lakh,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",2.0,2.0,106 Sq. Yd.,['No badges'],Added: 2 months ago,https://media.zameen.com/thumbnails/176707478-400x300.webp
Afzal Center 1st Floor West open Flat Is Available For Sale,1.2 Crore,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal",3.0,3.0,167 Sq. Yd.,['No badges'],Added: 2 months ago,https://media.zameen.com/thumbnails/184503463-400x300.webp
Brand New 2 Bed Lounge Flat For Sale At Shaz Residency Scheme 33,75 Lakh,"Shaz Residency, Gulshan-e-Iqbal Town",2.0,2.0,89 Sq. Yd.,['Trusted badge'],Added: 2 months ago,https://media.zameen.com/thumbnails/182716129-400x300.webp
500 Yards Bungalow Double Storey,9.5 Crore,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",6.0,6.0,500 Sq. Yd.,['No badges'],Added: 3 months ago,https://media.zameen.com/thumbnails/183591655-400x300.webp
Brand 240 Yards Ground Plus 1 Bungalow Block 13D1,7 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 3 months ago,https://media.zameen.com/thumbnails/183591619-400x300.webp
500 Sq Yards Double Storey House For Sale 6 Bed D D Block 7,9.9 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",6.0,6.0,500 Sq. Yd.,['No badges'],Added: 3 months ago,https://media.zameen.com/thumbnails/183591640-400x300.webp
1000 Yards Bunglow For Sale,12 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",7.0,8.0,"1,000 Sq. Yd.",['No badges'],Added: 3 months ago,https://media.zameen.com/thumbnails/183591598-400x300.webp
Great House For Sale Available In Modern Gulshan-e-Iqbal,7.25 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 3 months ago (Updated: 2 months ago),https://media.zameen.com/thumbnails/142063699-400x300.webp
"Harmain Royal Residency, 4 Bed D D, Gulshan-e-Iqbal - Block 1",2.55 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",4.0,5.0,244 Sq. Yd.,['No badges'],Added: 3 months ago,https://media.zameen.com/thumbnails/161242114-400x300.webp
Maymar Garden Flat Available For Sale In Gulshan E Iqbal,1.5 Crore,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",2.0,2.0,122 Sq. Yd.,['No badges'],Added: 3 months ago,https://media.zameen.com/thumbnails/166286398-400x300.webp
Flat Is Available For Sale In Gulshan-E-Iqbal,1.2 Crore,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",2.0,2.0,122 Sq. Yd.,['Verified badge'],Added: 3 months ago,https://media.zameen.com/thumbnails/162422784-400x300.webp
Reserve A Centrally Located Flat Of 1350 Square Feet In Dhoraji Colony,1.5 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",3.0,3.0,150 Sq. Yd.,['Verified badge'],Added: 3 months ago,https://media.zameen.com/thumbnails/188332093-400x300.webp
2nd Floor Flat Is Available For Sale,65 Lakh,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",2.0,2.0,110 Sq. Yd.,['Verified badge'],Added: 3 months ago,https://media.zameen.com/thumbnails/179490476-400x300.webp
275 Square Yards House For Sale In Gulshan-e-iqbal Block-3,6.1 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",6.0,7.0,275 Sq. Yd.,['No badges'],Added: 3 months ago,https://media.zameen.com/thumbnails/156720058-400x300.webp
1200 Square Feet Flat For Sale In Gulshan-e-iqbal Block 11,1.25 Crore,"Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal",3.0,2.0,133 Sq. Yd.,['No badges'],Added: 3 months ago (Updated: 3 months ago),https://media.zameen.com/thumbnails/178625174-400x300.webp
Al Ghafoor Orchard Flat For Sale,2.3 Crore,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",3.0,3.0,200 Sq. Yd.,['No badges'],Added: 3 months ago,https://media.zameen.com/thumbnails/170501867-400x300.webp
890 Square Feet Flat In Stunning Gulshan-e-Iqbal Block-4 Is Available For sale,95 Lakh,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",2.0,2.0,99 Sq. Yd.,['No badges'],Added: 3 months ago (Updated: 3 months ago),https://media.zameen.com/thumbnails/195389863-400x300.webp
1100 Square Feet Spacious Flat Available In Gulshan-e-Iqbal - Block 13/B For sale,1.1 Crore,"Gulshan-e-Iqbal - Block 13/B, Gulshan-e-Iqbal",2.0,2.0,122 Sq. Yd.,['Verified badge'],Added: 3 months ago (Updated: 3 months ago),https://media.zameen.com/thumbnails/188636731-400x300.webp
A West Open 240 Square Yards Upper Portion Located In Gulshan-e-Iqbal - Block 13/A Is Available For sale,1.6 Crore,"Gulshan-e-Iqbal - Block 13/A, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 3 months ago (Updated: 3 months ago),https://media.zameen.com/thumbnails/190878677-400x300.webp
"Your Search Ends Right Here With The Beautiful West Open Upper Portion In Gulshan-e-Iqbal - Block 1 At Affordable Price Of Pkr Rs. 21,500,000",2.15 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 3 months ago (Updated: 3 months ago),https://media.zameen.com/thumbnails/188164184-400x300.webp
Al Khaleej Tower Brand New Boundary Wall Project This Project Is Eligible For Bank Loan,1.13 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",2.0,2.0,139 Sq. Yd.,['No badges'],Added: 3 months ago,https://media.zameen.com/thumbnails/161868543-400x300.webp
Well Furnished Flat For Sale,4.15 Crore,"Dhoraji Colony, Gulshan-e-Iqbal Town",4.0,5.0,300 Sq. Yd.,['No badges'],Added: 18 hours ago,https://media.zameen.com/thumbnails/165617638-400x300.webp
Elegant Designed Lavish Bungalow,5.35 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",7.0,6.0,240 Sq. Yd.,['No badges'],Added: 18 hours ago,https://media.zameen.com/thumbnails/196577649-400x300.webp
A Stunning Flat Is Up For Grabs In Gulshan-E-Iqbal - Block 16 Karachi,1.25 Crore,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal",3.0,2.0,133 Sq. Yd.,['No badges'],Added: 18 hours ago,https://media.zameen.com/thumbnails/199294364-400x300.webp
Flat For Sale Gulshen E Iqbal Block 16 Zeshan Blessing,1.5 Crore,"Gulshan-e-Iqbal Town, Karachi",3.0,3.0,133 Sq. Yd.,['No badges'],Added: 18 hours ago,https://media.zameen.com/thumbnails/201436658-400x300.webp
Flat For Sale Gulshan e Iqbal Block 17,80 Lakh,"Gulshan-e-Iqbal Town, Karachi",2.0,1.0,78 Sq. Yd.,['No badges'],Added: 18 hours ago,https://media.zameen.com/thumbnails/196563859-400x300.webp
Residential Portion For Sale,1.6 Crore,"Gulshan-e-Jamal, Gulshan-e-Iqbal Town",3.0,3.0,174 Sq. Yd.,['No badges'],Added: 21 hours ago,https://media.zameen.com/thumbnails/199312561-400x300.webp
5400 Square Feet House In Gulshan-E-Iqbal - Block 9 For Sale,15 Crore,"Gulshan-e-Iqbal - Block 9, Gulshan-e-Iqbal",8.0,6.0,600 Sq. Yd.,['No badges'],Added: 21 hours ago,https://media.zameen.com/thumbnails/197877275-400x300.webp
Gulshan-e-iqbal Block 3,75 Lakh,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",3.0,2.0,100 Sq. Yd.,['No badges'],Added: 22 hours ago (Updated: 22 hours ago),https://media.zameen.com/thumbnails/189506760-400x300.webp
3 Bed Dd Flat For Sale Block 13/d2,1 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,133 Sq. Yd.,['No badges'],Added: 22 hours ago (Updated: 20 hours ago),https://media.zameen.com/thumbnails/191111707-400x300.webp
Leased Brand New 3 Bed Dd Flat For Sale In Brand New Project,1.3 Crore,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",3.0,3.0,167 Sq. Yd.,['No badges'],Added: 1 day ago (Updated: 20 hours ago),https://media.zameen.com/thumbnails/203503660-400x300.webp
Residential Property Flat,1.5 Crore,"Gulshan-e-Iqbal - Block 14, Gulshan-e-Iqbal",3.0,3.0,156 Sq. Yd.,['No badges'],Added: 1 day ago (Updated: 20 hours ago),https://media.zameen.com/thumbnails/203502565-400x300.webp
400 Square Yards House For Sale,8 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",6.0,6.0,400 Sq. Yd.,['No badges'],Added: 1 day ago,https://media.zameen.com/thumbnails/187935081-400x300.webp
Highly Coveted 2160 Square Feet House Is Available In Gulshan-e-Iqbal - Block 1 For Sale,5.3 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",5.0,5.0,240 Sq. Yd.,['No badges'],Added: 1 day ago,https://media.zameen.com/thumbnails/187844733-400x300.webp
A Upper Portion Of 2160 Square Feet In Gulshan-E-Iqbal - Block 13/D-2,2.05 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 1 day ago,https://media.zameen.com/thumbnails/187935547-400x300.webp
"A Flat Of 1500 Square Feet In Rs. 12,500,000",1.25 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,167 Sq. Yd.,['No badges'],Added: 1 day ago,https://media.zameen.com/thumbnails/189265193-400x300.webp
Corner Flat Is Available For Sale,1.1 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",3.0,3.0,144 Sq. Yd.,['No badges'],Added: 1 day ago,https://media.zameen.com/thumbnails/188172140-400x300.webp
400 Sq/yd Bungalow Gulshan-e-Iqbal,6.15 Crore,"Gulshan-e-Iqbal - Block 13/D-2, Gulshan-e-Iqbal",5.0,5.0,400 Sq. Yd.,['No badges'],Added: 1 day ago,https://media.zameen.com/thumbnails/189097125-400x300.webp
Bungalow Of 240 Square Yards,7.6 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6.0,6.0,240 Sq. Yd.,['No badges'],Added: 1 day ago,https://media.zameen.com/thumbnails/198595406-400x300.webp
240 Sq Yd Portion With Roof,3.1 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",3.0,3.0,240 Sq. Yd.,['No badges'],Added: 1 day ago,https://media.zameen.com/thumbnails/187936089-400x300.webp
"Ideal 1800 Square Feet Flat Has Landed On Market In Gulshan-E-Iqbal - Block 4, Karachi",2 Crore,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",3.0,3.0,200 Sq. Yd.,['Verified badge'],Added: 1 day ago,https://media.zameen.com/thumbnails/194680681-400x300.webp
Well Maintained Portion Available For Sale,3.25 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,4.0,222 Sq. Yd.,['No badges'],Added: 2 days ago,https://media.zameen.com/thumbnails/180507938-400x300.webp
Well Maintained 1st Floor Portion Available For Sale,3.55 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,4.0,200 Sq. Yd.,['No badges'],Added: 2 days ago,https://media.zameen.com/thumbnails/195506996-400x300.webp
Brand New Portion Available For Sale,4.55 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,4.0,267 Sq. Yd.,['No badges'],Added: 2 days ago,https://media.zameen.com/thumbnails/147644136-400x300.webp
Well Maintained Portion 2nd Floor Available For Sale,3.15 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",4.0,4.0,222 Sq. Yd.,['No badges'],Added: 2 days ago,https://media.zameen.com/thumbnails/194190873-400x300.webp
Penthouse For Sale,2.5 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",3.0,3.0,222 Sq. Yd.,['Trusted badge'],Added: 2 days ago,https://media.zameen.com/thumbnails/200942454-400x300.webp
Portion For Sale *Code (4480)*,2.3 Crore,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",2.0,2.0,240 Sq. Yd.,['No badges'],Added: 2 days ago,https://media.zameen.com/thumbnails/202274946-400x300.webp
Reserve A Flat Of 1150 Square Feet Now In Gulshan-E-Iqbal - Block 7,1.2 Crore,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",3.0,3.0,128 Sq. Yd.,['No badges'],Added: 2 days ago (Updated: 2 days ago),https://media.zameen.com/thumbnails/197660360-400x300.webp
Centrally Located Flat In Gulshan-E-Iqbal Is Available For Sale,55 Lakh,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",2.0,2.0,78 Sq. Yd.,['No badges'],Added: 2 days ago,https://media.zameen.com/thumbnails/198803182-400x300.webp
Bungalow For Sale*code (4603)*,3.15 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",6.0,6.0,120 Sq. Yd.,['No badges'],Added: 2 days ago (Updated: 2 days ago),https://media.zameen.com/thumbnails/203359142-400x300.webp
FLAT FOR SALE 2 BED Drawing & Dining DECENT ARCADE,65 Lakh,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal",2.0,2.0,106 Sq. Yd.,['Verified badge'],Added: 3 days ago,https://media.zameen.com/thumbnails/199305373-400x300.webp
